"uuid","void/retire","data class","data type","fully specified name:en","short name:en","short name:en_GB","synonym 1:en","synonym 2:en","synonym 3:en","synonym 4:en","synonym 5:en","synonym 6:en","synonym 7:en","synonym 8:en","description:en","mappings|SAME-AS|PIH Malawi","mappings|NARROWER-THAN|Malawi HMIS Outpatient Indicators","mappings|NARROWER-THAN|SPINE Coded answers","mappings|NARROWER-THAN|SPINE","mappings|SAME-AS|PIH","mappings|SAME-AS|CIEL","mappings|SAME-AS|SNOMED CT","mappings|NARROWER-THAN|SNOMED NP","mappings|SAME-AS|AMPATH","mappings|NARROWER-THAN|SNOMED CT","mappings|SAME-AS|org.openmrs.module.emrapi","absolute high","critical high","normal high","absolute low","critical low","normal low","allow decimals","units","display precision"
"6569d016-977f-11e1-8993-905e29aff6c1",,"Finding","Coded","Abdominal guarding",,,,,,,,,,,"describes a physical exam finding.. when the abdomen is palpated, the patient guards.","5100",,,,,,,,,,,,,,,,,,,
"6548df50-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Abdominal mass LLQ",,,,,,,,,,,"mass in abdomen in left lower quadrant",,,,,,,,,,,,,,,,,,,,
"6548dd34-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Abdominal mass LUQ",,,,,,,,,,,"mass in abdomen in left upper quadrant",,,,,,,,,,,,,,,,,,,,
"6548de42-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Abdominal mass RLQ",,,,,,,,,,,"mass in abdomen in right lower quadrant",,,,,,,,,,,,,,,,,,,,
"6548dc26-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Abdominal mass RUQ",,,,,,,,,,,"mass in abdomen in right upper quadrant",,,,,,,,,,,,,,,,,,,,
"65467c10-977f-11e1-8993-905e29aff6c1",,"Symptom","N/A","Abdominal pain",,,"Abdominal discomfort",,,,,,,,"Pain in the abdomen, unspecified cause.","151",,,,,,,,,,,,,,,,,,,
"6569d692-977f-11e1-8993-905e29aff6c1","true","Symptom","Coded","Abdominal pain",,,,,,,,,,,"Describes abdominal pain on examination.  Coded answer is location of this finding.",,,,,,,,,,,,,,,,,,,,
"656ecbd4-977f-11e1-8993-905e29aff6c1","true","Anatomy","Boolean","Abdominal pain",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,,,
"656722d0-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Abdominal pain, surgical",,,"Peritonitis",,,,,,,,"inflammation of the peritoneum that requires surgery","3689","50",,,,,,,,,,,,,,,,,,
"6548e3a6-977f-11e1-8993-905e29aff6c1","true","Finding","Boolean","Abdominal rebound tenderness","Rebound","Rebound",,,,,,,,,"rebound tenderness in the abdomen",,,,,,,,,,,,,,,,,,,,
"6569d12e-977f-11e1-8993-905e29aff6c1","true","Finding","Boolean","Abdominal rebound tenderness",,,"Rebound",,,,,,,,"describes a physical exam finding.. when the abdomen is palpated, releasing pressure elicits pain.",,,,,,,,,,,,,,,,,,,,
"656eee16-977f-11e1-8993-905e29aff6c1",,"Symptom/Finding","N/A","Abdominal swelling",,,,,,,,,,,"Sweeling of the abdominal region.  Nonspecific symptom or finding.","6019",,,,,,,,,,,,,,,,,,,
"655d6f60-977f-11e1-8993-905e29aff6c1",,"Anatomy","Text","Abdominal system","Abdominal","Abdominal",,,,,,,,,"The abdominal system","2144",,,,,,,,,,,,,,,,,,,
"6569d57a-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Abdominal tenderness",,,,,,,,,,,"Abdominal pain elicited on palpation.","5105",,,,,,,,,,,,,,,,,,,
"65490eda-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Abdominal tenderness LLQ",,,,,,,,,,,"tenderness in the left lower quandrant of the abdomen",,,,,,,,,,,,,,,,,,,,
"65490caa-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Abdominal tenderness LUQ",,,,,,,,,,,"tenderness in the left upper quadrant of the abdomen",,,,,,,,,,,,,,,,,,,,
"65490ff2-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Abdominal tenderness RLQ",,,,,,,,,,,"tenderness in the right lower quadrant of the abdomen",,,,,,,,,,,,,,,,,,,,
"65490dc2-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Abdominal tenderness RUQ",,,,,,,,,,,"tenderness in the right upper quadrant of the abdomen",,,,,,,,,,,,,,,,,,,,
"6572a3b2-977f-11e1-8993-905e29aff6c1",,"Test","N/A","Abdominal ultrasound","ABDO US","ABDO US",,,,,,,,,,"6661",,,,,,,,,,,,,,,,,,,
"657747fa-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Abdorminal tuberculosis",,,,,,,,,,,,"7515",,,,,,,,,,,,,,,,,,,
"655f20ee-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Ability to work construct",,,,,,,,,,,,"2409",,,,,,,,,,,,,,,,,,,
"b36bce1e-8288-11e7-bb31-be2e44b06b34",,"Question","Coded","Able to perform daily activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"655b309c-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","Able to read","Read","Read",,,,,,,,,"whether or not the patient is able to read","1702",,,,,,,,,,,,,,,,,,,
"6572e2d2-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Able to read large print",,,,,,,,,,,,"6711",,,,,,,,,,,,,,,,,,,
"6572e124-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Able to read small print",,,,,,,,,,,,"6710",,,,,,,,,,,,,,,,,,,
"655b31a0-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","Able to write",,,,,,,,,,,"whether or not the patient is able to write","1703",,,,,,,,,,,,,,,,,,,
"6548a026-977f-11e1-8993-905e29aff6c1","true","Misc","N/A","Abnormal",,,,,,,,,,,"non-specific abnormality on a test",,,,,,,,,,,,,,,,,,,,
"6557a274-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Abnormal",,,,,,,,,,,"General descriptive answer.","1116",,,,,,,,,,,,,,,,,,,
"6572731a-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Abnormal bleeding tendency",,,,,,,,,,,,"6614",,,,,,,,,,,,,,,,,,,
"6566687c-977f-11e1-8993-905e29aff6c1",,"Question","Text","Abnormal development comment",,,,,,,,,,,"Free text description of developmental problems identified","3533",,,,,,,,,,,,,,,,,,,
"656a06a8-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Abnormal fundus",,,,,,,,,,,"Abnormal physical examination of the fundus",,,,,,,,,,,,,,,,,,,,
"6569d8ae-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Abnormal gait",,,,,,,,,,,"Unusual walking patterns noted on physical exam","5108",,,,,,,,,,,,,,,,,,,
"6557a396-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Abnormal sounds",,,,,,,,,,,"General descriptive answer.","1117",,,,,,,,,,,,,,,,,,,
"159538AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA",,"Diagnosis","N/A","Abnormal speech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"656ad02e-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Abnormal tone",,,"Tone ABN",,,,,,,,"Decreased muscular tone","5264",,,,,,,,,,,,,,,,,,,
"6546b536-977f-11e1-8993-905e29aff6c1","true","Diagnosis","N/A","Abortion",,,,,,,,,,,"loss of a fetus, either by miscarriage or extirpation",,,,,,,,,,,,,,,,,,,,
"6573dee4-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Abortion complications",,,,,,,,,,,"Complications resulting from the abortion of a fetus.","6874","44b",,,,,,,,,,,,,,,,,,
"6546b64e-977f-11e1-8993-905e29aff6c1","true","Diagnosis","N/A","Abortion, incomplete",,,,,,,,,,,"miscarriage with incomplete evacuation of the uterus",,,,,,,,,,,,,,,,,,,,
"655e3b84-977f-11e1-8993-905e29aff6c1",,"State","N/A","About the same",,,,,,,,,,,,"2264",,,,,,,,,,,,,,,,,,,
"6574767e-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Above elbow",,,,,,,,,,,,"7006",,,,,,,,,,,,,,,,,,,
"6572fdbc-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Above knee","AKA","AKA",,,,,,,,,"amputations or foot ulcers above knee","6729",,,,,,,,,,,,,,,,,,,
"65463476-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Abscess",,,"Abscess, nos",,,,,,,,"Cutaneous abscess, furuncle and carbuncle, unspecified","138","50",,,,,,,,,,,,,,,,,,
"656723d4-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Abscess, perianal",,,,,,,,,,,"Infection of the soft tissues surrounding the anal canal, with formation of a discrete abscess cavity","3690","50",,,,,,,,,,,,,,,,,,
"656724e2-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Abscess, peritonsillar",,,,,,,,,,,"Collection of pus that forms in tissues of the throat next to the tonsils","3691","50",,,,,,,,,,,,,,,,,,
"6571da68-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Absconded",,,,,,,,,,,,"6539",,,,,,,,,,,,,,,,,,,
"6576869e-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Abscondees",,,,,,,,,,,,"7400",,,,,,,,,,,,,,,,,,,
"65655e28-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Absence of goiter",,,,,,,,,,,"Patient possesses no sign of goiter, a noncancerous enlargement of the thyroid gland, visible as a swelling at the front of the neck, that is often associated with iodine deficiency.","3359",,,,,,,,,,,,,,,,,,,
"65656044-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Absence of lymphadenopathy",,,,,,,,,,,"Patient shows no signs of lymphadenopathy, an enlarged, firm, or otherwise abnormal lymph nodes usually associated with disease.","3360",,,,,,,,,,,,,,,,,,,
"656562a6-977f-11e1-8993-905e29aff6c1",,"Symptom/Finding","N/A","Absence of pericardial friction rub",,,,,,,,,,,"Patient shows no signs of pericardial friction rub, a typical murmur heard on auscultation.","3362",,,,,,,,,,,,,,,,,,,
"656563be-977f-11e1-8993-905e29aff6c1",,"Symptom/Finding","N/A","Absence of S3/S4 murmur",,,,,,,,,,,"Patient shows no signs of S3 or S4 heart murmur. ","3363",,,,,,,,,,,,,,,,,,,
"150525AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA",,"Diagnosis","Coded","Absence seizures",,,,,,,,,,,,"8504",,,,,,,,,,,,,,,,,,,
"654b2986-977f-11e1-8993-905e29aff6c1",,"Test","Numeric","Absolute lymphocyte count","Ly","Ly","ALC","Total lymphocyte count",,,,,,,"Total lymphocyte count in blood.","952",,,,,,,,,,,,,,,,,"false","nx10**9/ml",
"655b42da-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Abstinence",,,,,,,,,,,"Method of preventing pregnancy (fill in)","1720",,,,,,,,,,,,,,,,,,,
"65639f70-977f-11e1-8993-905e29aff6c1",,"State","N/A","Abundant",,,,,,,,,,,"A general measure of an observation during an encounter.","3250",,,,,,,,,,,,,,,,,,,
"6559deea-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Acceptable",,,,,,,,,,,"Adequate to satisfy a need, requirement, or standard; satisfactory (Definition from Dictionary.com)","1461",,,,,,,,,,,,,,,,,,,
"4d7a39c6-7766-4fda-9797-7de19a13fc75",,"Question","Coded","Access to bicycle",,,"Bicycle",,,,,,,,"Does the patient have access to a bicycle","8394",,,,,,,,,,,,,,,,,,,
"b1f909bc-7921-4f3d-aa57-d84f82334659",,"Misc","N/A","Access to educational scholarships or vocational training programs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"657b3c02-977f-11e1-8993-905e29aff6c1",,"Symptom","N/A","Accessing healthcare services",,,,,,,,,,,"Accessing healthcare services","8278",,,,,,,,,,,,,,,,,,,
"65638cec-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Accessory muscle use",,,,,,,,,,,"This is when a patient uses additional muscles in addition to the intercostals and diaphram to inhale or exhale. An example is that some people will raise their shoulders in order to increase the volume of the chest, increasing the tidal volume of each breath.","3232",,,,,,,,,,,,,,,,,,,
"6545edcc-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Accident, motor vehicle",,,"RTA","Motor vehicle accident","MVA","Road traffic accident",,,,,"Injury and/or trauma due to motor vehicle accident.","86","47b",,,,,,,,,,,,,,,,,,
"6545ebce-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Accident, NOT otherwise specified",,,"Accident nos",,,,,,,,"Traffic accident of specified type but victim's mode of transport unknown.","84","47a",,,,,,,,,,,,,,,,,,
"ab31cf84-823a-491f-8713-ed209e15eac0",,"Misc","N/A","Accommodation( housing repair and basic household items)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6565ceda-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Accompagnateur assignment status",,,"Community health worker assignment status",,,,,,,,"Status of patient's need for accompagnateur.","3448",,,,,,,,,,,,,,,,,,,
"656572c8-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Accompagnateur brought patient",,,"Community health worker brought patient",,,,,,,,"The accompagnateur brought the patient to the current encounter.","3377",,,,,,,,,,,,,,,,,,,
"655e4836-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Accompagnateur helps deal with the difficulties of HIV better than on your own","Acc_diff_help","Acc_diff_help","Your accompagnateur helps deal with the difficulties of hiv better than you would be able to on your own",,,,,,,,"Does your accompagnateur help deal with the difficulties of HIV better than if the patient was on his/her own?","2273",,,,,,,,,,,,,,,,,,,
"655e4a48-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Accompagnateur helps you take medicine more regularly than on your own","Acc_med_help","Acc_med_help","Your accompagnateur helps you take your medicine more regularly than you would be able to do on your own","Does your accompagnateur helps you take medicine more regularly than on your own",,,,,,,"Does your community health worker help you to take medicine more regularly than if you were on your own?","2275",,,,,,,,,,,,,,,,,,,
"6563d2c4-977f-11e1-8993-905e29aff6c1",,"Question","Text","Accompagnateur phone number","Accompagnateur number","Accompagnateur number","Health worker phone number",,,,,,,,"Phone number of patient's accompagnateur","3294",,,,,,,,,,,,,,,,,,,
"65658a7e-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Accompagnateur present at encounter",,,"Community health worker present",,,,,,,,"Accompagnateur present at current encounter","3390",,,,,,,,,,,,,,,,,,,
"65614be4-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Accompagnateur report of average weekly missed doses",,,,,,,,,,,"Average DAYS PER WEEK patient misses AT LEAST ONE DOSE OF HIV MEDICATIONS, according to accompagnateur.  This is similar to 2101, but different because it is reported by the accompagnateur, not the   patient.
","2837",,,,,,,,,,,,,,,,,,,
"65614cf2-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Accompagnateur report of last missed dose",,,,,,,,,,,"WHEN WAS THE LAST TIME the patient MISSED AT LEAST ONE DOSE OF YOU HIV MEDICATIONS, (according to the acc.).   Similar to 2107, but different because it is reported by the accompagnateur, not the patient","2838",,,,,,,,,,,,,,,,,,,
"6563d468-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Accompagnateur visitation frequency in days",,,,,,,,,,,"How often accompagnateur visits in days","3295",,,,,,,,,,,,,,"0.0",,,"false","days",
"6563d79c-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Accompagnateur visitation frequency in months",,,,,,,,,,,"How frequently accompagnateur visits, measured in months.","3297",,,,,,,,,,,,,,"0.0",,,"false","Months",
"6563d602-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Accompagnateur visitation frequency in weeks",,,,,,,,,,,"How frequent accompagnateur visits in weeks","3296",,,,,,,,,,,,,,"0.0",,,"false","weeks",
"65730b04-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Ace I/saltan",,,,,,,,,,,"a group of pharmaceuticals which modulate the hypertension","6742",,,,,,,,,,,,,,,,,,,
"6563c2d4-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Ace inhibitor construct",,,,,,,,,,,"Observations of patients ACE inhibitor use and prescription. ","3279",,,,,,,,,,,,,,,,,,,
"162298AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA",,"Pharmacologic Drug Class","N/A","ACE inhibitors",,,"ACE-inhibitors","Angiotensin-converting enzyme inhibitors drug class",,,,,,,,"8464",,,,,,,,,,,,,,,,,,,
"65692da0-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Acetazolamide",,,,,,,,,,,"A carbonic anhydrase inhibitor that is used to treat glaucoma, epileptic seizures, benign intracranial hypertension (pseudotumor cerebri), altitude sickness, cystinuria, and dural ectasia.
","4031",,,,,,,,,,,,,,,,,,,
"6569d9c6-977f-11e1-8993-905e29aff6c1","true","Finding","Coded","Achilles reflex",,,,,,,,,,,"A reflex bending of the foot resulting from contraction of the calf muscles when the Achilles tendon is struck.",,,,,,,,,,,,,,,,,,,,
"6573eb28-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Achilles tendon rupture",,,"Ruptured achilles tendon",,,,,,,,"A rupture of the achilles tendon","6886","47a",,,,,,,,,,,,,,,,,,
"6575bc8c-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Acinetobacter baumanii",,,,,,,,,,,,"7228",,,,,,,,,,,,,,,,,,,
"6576305e-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Acinetobacter calcoaceticus",,,,,,,,,,,,"7326",,,,,,,,,,,,,,,,,,,
"6575bda4-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Acinetobacter iwoffii",,,,,,,,,,,,"7229",,,,,,,,,,,,,,,,,,,
"6576228a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Acinetobacter junii",,,,,,,,,,,,"7313",,,,,,,,,,,,,,,,,,,
"65762e38-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Acinetobacter radioresistens",,,,,,,,,,,,"7324",,,,,,,,,,,,,,,,,,,
"6575b584-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Acinetobacter species",,,,,,,,,,,,"7227",,,,,,,,,,,,,,,,,,,
"654a5d3a-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acne",,,"Acne vulgaris",,,,,,,,"Clinical finding of acneiform lesions (pimples) on the skin.","838","29",,,,,,,,,,,,,,,,,,
"9a35b9c4-7e60-4ac7-aa81-9626bd0906f0",,"Misc","N/A","Acquire life skills through peer mentorship, adult role-modeling and structured activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"654a9fde-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acquired immunodeficiency syndrome",,,"AIDS",,,,,,,,"Syndrome associated with infeciton with the HIV","894","30",,,,,,,,,,,,,,,,,,
"6571ec10-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acromegaly",,,,,,,,,,,,"6554",,,,,,,,,,,,,,,,,,,
"65479d3e-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","Actifed",,,,,,,,,,,"nasal decongestant",,,,,,,,,,,,,,,,,,,,
"654862f0-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","Actifed syrup",,,,,,,,,,,"nasal decongestant",,,,,,,,,,,,,,,,,,,,
"657b13bc-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Actinomycin D",,,,,,,,,,,,"8239",,,,,,,,,,,,,,,,,,,
"656d0fec-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Active",,,,,,,,,,,"Is problem Active",,,,,,,,,,,,,,,,,,"false",,
"656d19ba-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Active",,,,,,,,,,,"Is problem Active",,,,,,,,,,,,,,,,,,"false",,
"655a6162-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Active (Reason NOT on ARVs)",,,,,,,,,,,"Reason the patient not on anti-retroviral treatment despite being on active treatment","1570",,,,,,,,,,,,,,,,,,,
"65636410-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Active cardiac medication at beginning of encounter construct","Cardiac medication history","Cardiac medication history",,,,,,,,,"Cardiac Medication taken by patient at beginning of encounter","3192",,,,,,,,,,,,,,,,,,,
"657662f4-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Active labour pains",,,,,,,,,,,,"7367",,,,,,,,,,,,,,,,,,,
"65640550-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Active medicine prescribed while hospitalized",,,,,,,,,,,"Medicine prescribed underway hospitalization (If the patient is admitted)","3330",,,,,,,,,,,,,,,,,,,
"655a69be-977f-11e1-8993-905e29aff6c1",,"State","N/A","Active NOT on ARVs",,,,,,,,,,,"Status of patient apparently eligible for HIV treatment","1578",,,,,,,,,,,,,,,,,,,
"656d121c-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Active ohter",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656e6a9a-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Active other",,,,,,,,,,,"Is problem Active",,,,,,,,,,,,,,,,,,"false",,
"657112c2-977f-11e1-8993-905e29aff6c1",,"State","N/A","Active phase",,,,,,,,,,,"Generic state.","6370",,,,,,,,,,,,,,,,,,,
"6559f9c0-977f-11e1-8993-905e29aff6c1","true","State","N/A","Active treatment","Active","Active",,,,,,,,,"Patient State denoting active treatment. For demo purposes with migration. Probably retire this concept.",,,,,,,,,,,,,,,,,,,,
"65637680-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Activity while experiencing shortness of breath","Sob activity","Sob activity",,,,,,,,,"The patient's activity at the time of feeling shortness of breath.","3210",,,,,,,,,,,,,,,,,,,
"05966c17-b233-41a2-aa77-d53b68569dc4",,"Misc","Text","Activity you enjoyed most",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6577de22-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Acute",,,,,,,,,,,,"7645",,"8",,,,,,,,,,,,,,,,,
"65778670-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute abdomen",,,,,,,,,,,"A sudden, severe abdominal pain that is less than 24 hours in duration. It is in many cases a medical emergency, requiring urgent and specific diagnosis. Several causes need surgical treatment.","7565",,,"7",,,,,,,,,,,,,,,,
"65775f1a-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute abdomen surgical problem",,,,,,,,,,,,"7532",,,,,,,,,,,,,,,,,,,
"65789f56-977f-11e1-8993-905e29aff6c1",,"Test","Numeric","Acute abdominal pain",,,,,,,,,,,,"7757",,,,,,,,,,,,,,,,,"false","",
"6571a75a-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute adbdominal pain",,,,,,,,,,,,"6497",,,,,,,,,,,,,,,,,,,
"65775a10-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute adbomen surgical problems",,,,,,,,,,,,"7527",,,,,,,,,,,,,,,,,,,
"6578a064-977f-11e1-8993-905e29aff6c1",,"Test","Numeric","Acute arthritis",,,,,,,,,,,,"7758",,,,,,,,,,,,,,,,,"false","",
"657219c4-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute bacterial arthritis",,,,,,,,,,,,"6585",,,,,,,,,,,,,,,,,,,
"65719080-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Acute breathlessness",,,,,,,,,,,,"6475",,,,,,,,,,,,,,,,,,,
"6577278e-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute bronchilitis",,,"Acute bronchiolitis",,,,,,,,,"7483",,,,,,,,,,,,,,,,,,,
"65719184-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Acute chest pain from respiratory disease",,,,,,,,,,,,"6476",,,,,,,,,,,,,,,,,,,
"65729b74-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute confusional state",,,,,,,,,,,,"6653",,,,,,,,,,,,,,,,,,,
"6566b20a-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute diarrhea more than three stools in 24 hours","Acute diarrhea","Acute diarrhea",,,,,,,,,,"3588","14",,,,,,,,,,,,,,,,,,
"65772892-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute epiglottitis",,,,,,,,,,,,"7484",,,,,,,,,,,,,,,,,,,
"65736d4c-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute flaccid paralysis",,,,,,,,,,,"Flaccid paralysis a clinical manifestation characterized by weakness or paralysis and reduced muscle tone without other obvious cause (e.g., trauma).","6832","1",,,,,,,,,,,,,,,,,,
"65719cf6-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute gastroenteritis",,,,,,,,,,,"Acute instance of unspecified illness with nausea, vomiting, and/or diarrhoea","6487","13",,,,,,,,,,,,,,,,,,
"657193a0-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute lower respiratory tract infection",,,"Acute lrti",,,,,,,,,"6478","56",,,,,,,,,,,,,,,,,,
"6577f7a4-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Acute lymphocytic",,,,,,,,,,,,"7664",,"8",,,,,,,,,,,,,,,,,
"6577f8a8-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Acute myeloid",,,,,,,,,,,,"7665",,"8",,,,,,,,,,,,,,,,,
"65776d34-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute necrotizing ulcerative gingivitis or periodontitis",,,,,,,,,,,,"7546",,,,,,,,,,,,,,,,,,,
"655fe34e-977f-11e1-8993-905e29aff6c1",,"Finding","N/A"," Acute necrotizing ulcerative stomatitis, gingivitis or periodontitis","Acute ulcerative mouth infections","Acute ulcerative mouth infections",,,,,,,,,"Acute nectrotizing ulcerative stomatitis, gingivitis or periodontitis, a WHO Adult Stage III Criteria
","2581","51",,,,,,,,,,,,,,,,,,
"65776924-977f-11e1-8993-905e29aff6c1","true","Diagnosis","N/A","Acute necrotizing ulcerative stomatitis, gingivitis or periodontitis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6571ccb2-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute nephritis",,,,,,,,,,,,"6526",,,,,,,,,,,,,,,,,,,
"6571a64c-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute pancreatitis",,,,,,,,,,,"An acute inflammation of the pancreas. Symptoms may include abdominal pain, nausea, constipation, and jaundice.","6496",,,,,,,,,,,,,,,,,,,
"6573e920-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute paronychia",,,"Paronychia, acute",,,,,,,,"An often-tender bacterial or fungal hand infection or foot infection where the nail and skin meet at the side or the base of a finger or toenail, that has started suddenly.","6884","29",,,,,,,,,,,,,,,,,,
"65591a28-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute pneumonia presumed bacterial",,,"Bacterial pneumonia",,,,,,,,,"1350","9",,,,,,,,,,,,,,,,,,
"6573b888-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute psychiatric disorder",,,,,,,,,,,"A psychological or behavioral pattern that occurs in an individual and is thought to cause distress or disability that is not expected as part of normal development or culture, and has a rapid onset or severe course, eg schizophrenia.","6864","20",,,,,,,,,,,,,,,,,,
"93e9be37-1369-11e4-a125-54ee7513a7ff",,"Diagnosis","N/A","Acute Psychotic disorder",,,,,,,,,,,,"8419",,,,,,,,,,,,,,,,,,,
"657224be-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute reactive arthritis",,,,,,,,,,,,"6586",,,,,,,,,,,,,,,,,,,
"65767104-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute respiratory infection",,,,,,,,,,,,"7380",,,,,,,,,,,,,,,,,,,
"6571c992-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Acute retention",,,,,,,,,,,,"6523",,,,,,,,,,,,,,,,,,,
