"concept","member","sort weight","member type"
"Socio-economic assistance construct","Socio-economic assistance","0.0","concept-set"
"Socio-economic assistance construct","Socio-economic assistance comment","1.0","concept-set"
"Soft tissue injury","Bruise","0.0","concept-set"
"Soft tissue injury","Laceration","1.0","concept-set"
"Soft tissue injury","Normal skin","2.0","concept-set"
"Source of referral","Self-refer","0.0","concept-set"
"Source of referral","Health facility","1.0","concept-set"
"Source of referral","Index patient","2.0","concept-set"
"Source Of Referral Set","Care Linked","1000.0","concept-set"
"Source Of Referral Set","Other non-coded (text)","1010.0","concept-set"
"Space occupying lesion","Space occupying lesion cerebral toxoplasmosis","0.0","concept-set"
"Space occupying lesion","Space occupying lesion cerebral tumour","1.0","concept-set"
"Space occupying lesion","Space occupying lesion cerebral lymphoma","2.0","concept-set"
"Space occupying lesion","Space occupying lesion cerebral metastases","3.0","concept-set"
"Space occupying lesion","Space occupying lesion unknown","4.0","concept-set"
"Space occupying lesion","Space occupying lesion other","5.0","concept-set"
"Sputum result at initiation","Positive","0.0","concept-set"
"Sputum result at initiation","Negative","1.0","concept-set"
"Sputum result at initiation","NOT applicable","2.0","concept-set"
"Sputum sample","AAFB(1st)","0.0","concept-set"
"Sputum sample","AAFB(2nd)","1.0","concept-set"
"Sputum sample","AAFB(3rd)","2.0","concept-set"
"Standing vital signs construct","Systolic blood pressure","0.0","concept-set"
"Standing vital signs construct","Diastolic blood pressure","1.0","concept-set"
"Standing vital signs construct","Pulse","2.0","concept-set"
"Stool sample","Stool exam","0.0","concept-set"
"Stroke","Stroke ischaemic","0.0","concept-set"
"Stroke","Stroke haemorrhagic","1.0","concept-set"
"Stroke","Stroke unknown type","2.0","concept-set"
"Stroke","Stroke other","3.0","concept-set"
"Stroke haemorrhagic","Stroke haemorrhagic hypertension","0.0","concept-set"
"Stroke haemorrhagic","Stroke haemorrhagic diabetes","1.0","concept-set"
"Stroke haemorrhagic","Stroke haemorrhagic heart disease","2.0","concept-set"
"Stroke haemorrhagic","Stroke haemorrhagic HIV","3.0","concept-set"
"Stroke haemorrhagic","Stroke haemorrhagic syphilis","4.0","concept-set"
"Stroke haemorrhagic","Stroke haemorrhagic other","5.0","concept-set"
"Stroke haemorrhagic","Stroke haemorrhagic unknown","6.0","concept-set"
"Stroke ischaemic","Stroke ischaemic hypertension","0.0","concept-set"
"Stroke ischaemic","Stroke ischaemic diabetes","1.0","concept-set"
"Stroke ischaemic","Stroke ischaemic heart disease","2.0","concept-set"
"Stroke ischaemic","Stroke ischaemic HIV","3.0","concept-set"
"Stroke ischaemic","Stroke ischaemic syphilis","4.0","concept-set"
"Stroke ischaemic","Stroke ischaemic other","5.0","concept-set"
"Stroke ischaemic","Stroke ischaemic unknown","6.0","concept-set"
"Stroke other","Stroke other hypertension","0.0","concept-set"
"Stroke other","Stroke other diabetes","1.0","concept-set"
"Stroke other","Stroke other heart disease","2.0","concept-set"
"Stroke other","Stroke other HIV","3.0","concept-set"
"Stroke other","Stroke other syphilis","4.0","concept-set"
"Stroke other","Stroke other unknown","5.0","concept-set"
"Stroke unknown type","Stroke unknown type hypertension","0.0","concept-set"
"Stroke unknown type","Stroke unknown type diabetes","1.0","concept-set"
"Stroke unknown type","Stroke unknown type heart disease","2.0","concept-set"
"Stroke unknown type","Stroke unknown type HIV","3.0","concept-set"
"Stroke unknown type","Stroke unknown type syphilis","4.0","concept-set"
"Stroke unknown type","Stroke unknown type other","5.0","concept-set"
"Support received from an HIV association since starting antiretrovirals construct","Support received from an HIV association since starting antiretrovirals","0.0","concept-set"
"Support received from an HIV association since starting antiretrovirals construct","Type of support","1.0","concept-set"
"Support received from an HIV association since starting antiretrovirals construct","Frequency of support","2.0","concept-set"
"Surgery set","Scheduled","1000.0","concept-set"
"Surgery set","Date of surgery","1010.0","concept-set"
"TB adherence construct","Poor TB adherence","0.0","concept-set"
"TB adherence construct","TB adherence observations","1.0","concept-set"
"TB adverse effect construct","Adverse effect date","0.0","concept-set"
"TB adverse effect construct","Adverse event grading","1.0","concept-set"
"TB adverse effect construct","Adverse event action taken","2.0","concept-set"
"TB adverse effect construct","Adverse effect to tuberculosis medication","3.0","concept-set"
"TB adverse effect construct","Adverse event outcome","4.0","concept-set"
"TB adverse effect construct","Other adverse event action","5.0","concept-set"
"TB contact construct","Relationships of contact","0.0","concept-set"
"TB contact construct","Previous TB treatment history","1.0","concept-set"
"TB contact construct","Tuberculosis treatment status","2.0","concept-set"
"TB contact construct","Names and firstnames of contact","3.0","concept-set"
"TB contacts construct","Names and firstnames of contact","0.0","concept-set"
"TB contacts construct","Relationships of contact","1.0","concept-set"
"TB contacts construct","Previous TB treatment history","2.0","concept-set"
"TB contacts construct","Tuberculosis treatment status","3.0","concept-set"
"TB contacts construct","TB drug sensitivity testing result","4.0","concept-set"
"TB contacts construct","Location where test took place","5.0","concept-set"
"TB contacts construct","MDR-TB risk factors","6.0","concept-set"
"TB culture construct","Culture for tuberculosis, general","0.0","concept-set"
"TB culture construct","TB culture source","1.0","concept-set"
"TB culture construct","Other TB culture source non-coded","2.0","concept-set"
"TB culture construct","Culture for tuberculosis, qualitative","3.0","concept-set"
"TB dose construct","Expected number of TB doses","0.0","concept-set"
"TB dose construct","Number TB doses supervised in the past month","1.0","concept-set"
"TB dose construct","Number of TB doses missed in the past month","2.0","concept-set"
"TB dose construct","Number of TB doses self-administered in the past month","3.0","concept-set"
"TB dose construct","Number of TB doses administered by a CHW in the past month","4.0","concept-set"
"TB dose construct","TB adherence observations","5.0","concept-set"
"TB dose construct","Month of tuberculosis adherence","6.0","concept-set"
"TB dose construct","Year of tuberculosis adherence","7.0","concept-set"
"TB patient category","New patient","0.0","concept-set"
"TB patient category","Relapse MDR-TB patient","1.0","concept-set"
"TB patient category","Treatment after default MDR-TB patient","2.0","concept-set"
"TB patient category","Failed - TB","3.0","concept-set"
"TB symptoms","Bronchial breathing","1000.0","concept-set"
"TB symptoms","Shortness of breath","1010.0","concept-set"
"TB symptoms","Crackles","1020.0","concept-set"
"TB symptoms","Failure to thrive","1030.0","concept-set"
"TB symptoms","Chest pain","1040.0","concept-set"
"TB symptoms","Recurrent fever","1050.0","concept-set"
"TB symptoms","Fatigue","1060.0","concept-set"
"TB symptoms","Hemoptysis","1070.0","concept-set"
"TB symptoms","Night sweats","1080.0","concept-set"
"TB symptoms","Cough lasting more than three weeks","1090.0","concept-set"
"TB symptoms","Meningitis","1100.0","concept-set"
"TB symptoms","Cough","1110.0","concept-set"
"TB symptoms","Cough lasting greater than two weeks","1120.0","concept-set"
"TB symptoms","Fever","1130.0","concept-set"
"TB symptoms","Weight loss","1140.0","concept-set"
"TB symptoms","Fever last night","1150.0","concept-set"
"TB symptoms","Recent contact with active TB","1160.0","concept-set"
"TB symptoms","Painful cervical and axillary lymph nodes","1170.0","concept-set"
"TB symptoms","Other non-coded","1180.0","concept-set"
"Temporal answers","2 to 3 times a week","0.0","concept-set"
"Temporal answers","2 to 4 times a month","1.0","concept-set"
"Temporal answers","30 to 60 minutes","2.0","concept-set"
"Temporal answers","4 to 5 times a week","3.0","concept-set"
"Temporal answers","6 or more times a week","4.0","concept-set"
"Temporal answers","Daily or almost daily","5.0","concept-set"
"Temporal answers","Less than 30 minutes","6.0","concept-set"
"Temporal answers","Less than monthly","7.0","concept-set"
"Temporal answers","Monthly","8.0","concept-set"
"Temporal answers","Monthly or less","9.0","concept-set"
"Temporal answers","More than two hours","10.0","concept-set"
"Temporal answers","Never","11.0","concept-set"
"Temporal answers","One to two hours","12.0","concept-set"
"Temporal answers","Weekly","13.0","concept-set"
"Test concept","Weight (kg)","0.0","concept-set"
"Time construct","How do you tell time","0.0","concept-set"
"Time construct","Other non-coded","1.0","concept-set"
"Tone Set","Normal(Generic)","1000.0","concept-set"
"Tone Set","Hypo","1010.0","concept-set"
"Tone Set","Hyper","1020.0","concept-set"
"Traditional medicine use construct","History of exposure","1000.0","concept-set"
"Traditional medicine use construct","Date of exposure","1010.0","concept-set"
"Traditional medicine use construct","Duration in years","1020.0","concept-set"
"Transportation construct","How did the patient travel to clinic","0.0","concept-set"
"Transportation construct","Mode of transport comment","1.0","concept-set"
"Transportation construct","Transportation cost","2.0","concept-set"
"Transportation construct","Clinic travel time","3.0","concept-set"
"Transportation construct","Clinic travel time in minutes","4.0","concept-set"
"Transportation construct","Clinic travel time in hours","5.0","concept-set"
"Traumatic conditions","Head","0.0","concept-set"
"Traumatic conditions","Truncal","1.0","concept-set"
"Traumatic conditions","Limb","2.0","concept-set"
"Tricuspid valve findings","Valve repair type","0.0","concept-set"
"Tricuspid valve findings","Regurgitant valve findings","1.0","concept-set"
"Tricuspid valve findings","Regurgitation","2.0","concept-set"
"Tricuspid valve findings","Post operative valve appearance","3.0","concept-set"
"Tricuspid valve findings","Post operative valve type","4.0","concept-set"
"Tricuspid valve findings","Stenosis","5.0","concept-set"
"Tricuspid valve findings","Tricuspid valve pressure half time","6.0","concept-set"
"Tricuspid valve findings","Peak gradient across tricuspid valve","7.0","concept-set"
"Tricuspid valve findings","Tricuspid valve mean gradient","8.0","concept-set"
"Tricuspid valve findings","Tricuspid valve structure","9.0","concept-set"
"Tricuspid valve findings","Tricuspid valve vegetation size","10.0","concept-set"
"TSH result construct","Date of returned result","1000.0","concept-set"
"TSH result construct","Done","1010.0","concept-set"
"TSH result construct","Normal(Generic)","1020.0","concept-set"
"Tuberculosis","Adenitis","0.0","concept-set"
"Tuberculosis","Abdorminal tuberculosis","1.0","concept-set"
"Tuberculosis","Disseminated","2.0","concept-set"
"Tuberculosis","Miliary","3.0","concept-set"
"Tuberculosis","Pulmonary","4.0","concept-set"
"Tuberculosis","Pericardial tuberculosis","5.0","concept-set"
"Tuberculosis","Meningitis tuberculous","6.0","concept-set"
"Tuberculosis","TB spine","7.0","concept-set"
"Tuberculosis","TB of bone","8.0","concept-set"
"Tuberculosis classification","Pulmonary tuberculosis","0.0","concept-set"
"Tuberculosis classification","Extrapulmonary tuberculosis (EPTB)","1.0","concept-set"
"Tuberculosis culture construct","Tuberculosis culture result","0.0","concept-set"
"Tuberculosis culture construct","Tuberculosis sample source","1.0","concept-set"
"Tuberculosis culture construct","Colonies","2.0","concept-set"
"Tuberculosis culture construct","Tuberculosis test start date","3.0","concept-set"
"Tuberculosis culture construct","Tuberculosis test result date","4.0","concept-set"
"Tuberculosis culture construct","Tuberculosis test date received","5.0","concept-set"
"Tuberculosis culture construct","Tuberculosis culture method","6.0","concept-set"
"Tuberculosis drug sensitivity test construct","Drug sensitivity test complete","0.0","concept-set"
"Tuberculosis drug sensitivity test construct","Tuberculosis sample source","1.0","concept-set"
"Tuberculosis drug sensitivity test construct","Sputum collection date","2.0","concept-set"
"Tuberculosis drug sensitivity test construct","Tuberculosis test date received","3.0","concept-set"
"Tuberculosis drug sensitivity test construct","Tuberculosis test start date","4.0","concept-set"
"Tuberculosis drug sensitivity test construct","Tuberculosis drug sensitivity test method","5.0","concept-set"
"Tuberculosis drug sensitivity test construct","Tuberculosis drug sensitivity test result","6.0","concept-set"
"Tuberculosis drug sensitivity test construct","Type of organism","7.0","concept-set"
"Tuberculosis drug sensitivity test construct","Type of organism non-coded","8.0","concept-set"
"Tuberculosis drug sensitivity test construct","Direct/Indirect","9.0","concept-set"
"Tuberculosis drug sensitivity test construct","Colonies in control","10.0","concept-set"
"Tuberculosis drug sensitivity test construct","Tuberculosis test result date","11.0","concept-set"
"Tuberculosis drug sensitivity test result","Susceptible to tuberculosis drug","0.0","concept-set"
"Tuberculosis drug sensitivity test result","Intermediate to tuberculosis drug","1.0","concept-set"
"Tuberculosis drug sensitivity test result","Resistant to tuberculosis drug","2.0","concept-set"
"Tuberculosis drug sensitivity test result","Concentration","3.0","concept-set"
"Tuberculosis drug sensitivity test result","Colonies","4.0","concept-set"
"Tuberculosis drugs","Isoniazid","0.0","concept-set"
"Tuberculosis drugs","Rifampicin","1.0","concept-set"
"Tuberculosis drugs","Ethambutol","2.0","concept-set"
"Tuberculosis drugs","Pyrazinamide","3.0","concept-set"
"Tuberculosis drugs","Streptomycin","4.0","concept-set"
"Tuberculosis drugs","Capreomycin","5.0","concept-set"
"Tuberculosis drugs","Kanamycin","6.0","concept-set"
"Tuberculosis drugs","Amikacin","7.0","concept-set"
"Tuberculosis drugs","Ciprofloxacin","8.0","concept-set"
"Tuberculosis drugs","Ofloxacin","9.0","concept-set"
"Tuberculosis drugs","Levofloxacin","10.0","concept-set"
"Tuberculosis drugs","Moxifloxacin","11.0","concept-set"
"Tuberculosis drugs","Ethionamide","12.0","concept-set"
"Tuberculosis drugs","Cycloserine","13.0","concept-set"
"Tuberculosis drugs","P-aminosalicylic acid","14.0","concept-set"
"Tuberculosis drugs","Prothionamide","15.0","concept-set"
"Tuberculosis drugs","Thioacetazone","16.0","concept-set"
"Tuberculosis drugs","Amoxicillin and clavulanic acid","17.0","concept-set"
"Tuberculosis drugs","Clarithromycin","18.0","concept-set"
"Tuberculosis drugs","Rifabutine","19.0","concept-set"
"Tuberculosis prophylactic drugs","Isoniazid","1.0","concept-set"
"Tuberculosis Quinolones","Ciprofloxacin","0.0","concept-set"
"Tuberculosis Quinolones","Ofloxacin","1.0","concept-set"
"Tuberculosis Quinolones","Levofloxacin","2.0","concept-set"
"Tuberculosis Quinolones","Moxifloxacin","3.0","concept-set"
"Tuberculosis screening set","TB symptoms","1000.0","concept-set"
"Tuberculosis screening set","TB symptom present","1010.0","concept-set"
"Tuberculosis screening set","TB symptom absent","1020.0","concept-set"
"Tuberculosis smear microscopy construct","Tuberculosis smear result","0.0","concept-set"
"Tuberculosis smear microscopy construct","Tuberculosis sample source","1.0","concept-set"
"Tuberculosis smear microscopy construct","Bacilli","2.0","concept-set"
"Tuberculosis smear microscopy construct","Tuberculosis test result date","3.0","concept-set"
"Tuberculosis smear microscopy construct","Tuberculosis test date received","4.0","concept-set"
"Tuberculosis smear microscopy construct","Tuberculosis smear microscopy method","5.0","concept-set"
"Tuberculosis test set","Sample collected","1000.0","concept-set"
"Tuberculosis test set","Sample quality","1010.0","concept-set"
"Tuberculosis test set","Location of laboratory","1020.0","concept-set"
"Tuberculosis test set","Tuberculosis smear result","1030.0","concept-set"
"Tuberculosis test set","Tuberculosis test type","1040.0","concept-set"
"Tuberculosis test set","Tuberculosis polymerase chain reaction with rifampin resistance checking","1050.0","concept-set"
"Tuberculosis test set","Reason for no result","1060.0","concept-set"
"Tuberculosis test set","Mycobacterium tuberculosis rifampin resistance detection status","1070.0","concept-set"
"Tuberculosis treatment construct","Tuberculosis drugs","0.0","concept-set"
"Tuberculosis treatment construct","Drug start date","1.0","concept-set"
"Tuberculosis treatment construct","Drug end date","2.0","concept-set"
"Tuberculosis treatment construct","Reason treatment stopped comment","3.0","concept-set"
"Tuberculosis treatment construct","Dose in milligrams","4.0","concept-set"
"Tuberculosis treatment construct","Drug frequency coded","5.0","concept-set"
"Tuberculosis treatment drugs","Ethambutol","0.0","concept-set"
"Tuberculosis treatment drugs","Ethambutol and Isonizaid","1.0","concept-set"
"Tuberculosis treatment drugs","Rifampicin","2.0","concept-set"
"Tuberculosis treatment drugs","Rifampicin isoniazid and pyrazinamide","3.0","concept-set"
"Tuberculosis treatment drugs","Rifampicin Isoniazid Pyrazinamide Ethambutol","4.0","concept-set"
"Tuberculosis treatment drugs","Streptomycin","5.0","concept-set"
"Tuberculosis treatment drugs","Rifampicin and isoniazid","6.0","concept-set"
"Tuberculosis treatment drugs","None","7.0","concept-set"
"Tuberculosis treatment drugs","Amikacin","8.0","concept-set"
"Tuberculosis treatment drugs","Capreomycin","9.0","concept-set"
"Tuberculosis treatment drugs","Clofazimine","10.0","concept-set"
"Tuberculosis treatment drugs","Cycloserine","11.0","concept-set"
"Tuberculosis treatment drugs","Ethionamide","12.0","concept-set"
"Tuberculosis treatment drugs","Prothionamide","13.0","concept-set"
"Tuberculosis treatment drugs","Gatifloxacin","14.0","concept-set"
"Tuberculosis treatment drugs","Kanamycin","15.0","concept-set"
"Tuberculosis treatment drugs","Ofloxacin","16.0","concept-set"
"Tuberculosis treatment drugs","P-aminosalicylic acid","17.0","concept-set"
"Tuberculosis treatment drugs","Terizidone","18.0","concept-set"
"Tuberculosis treatment drugs","Viomycin","19.0","concept-set"
"Tuberculosis treatment drugs","Clarithromycin","20.0","concept-set"
"Tuberculosis treatment drugs","Rifabutine","21.0","concept-set"
"Tuberculosis treatment drugs","Amoxicillin and clavulanic acid","22.0","concept-set"
"Tuberculosis treatment drugs","Other non-coded","23.0","concept-set"
"Tuberculosis treatment drugs","Pyrazinamide","24.0","concept-set"
"Tuberculosis treatment drugs","Isoniazid","25.0","concept-set"
"Tuberculosis treatment drugs","Ciprofloxacin","26.0","concept-set"
"Tuberculosis treatment drugs","Levofloxacin","27.0","concept-set"
"Tuberculosis treatment drugs","Pyridoxine","28.0","concept-set"
"Tuberculosis treatment drugs","Moxifloxacin","29.0","concept-set"
"Tuberculosis treatment drugs","Rifampicin Isoniazid and Ethambutol","30.0","concept-set"
"Tuberculosis treatment needed construct","Does the patient need treatment for tuberculosis","0.0","concept-set"
"Tuberculosis treatment needed construct","Drug start date","1.0","concept-set"
"Tuberculosis type","Susceptible to tuberculosis drug","0.0","concept-set"
"Tuberculosis type","Multi-drug resistant tuberculosis","1.0","concept-set"
"Tuberculosis type","Extreme drug resistant tuberculosis","2.0","concept-set"
"Tumour-immune system-systemic ililness staging system construct","Tumour prognosis for KS","0.0","concept-set"
"Tumour-immune system-systemic ililness staging system construct","Immune system prognosis for KS","1.0","concept-set"
"Tumour-immune system-systemic ililness staging system construct","Systemic illness prognosis for KS","2.0","concept-set"
"Type of Feed Set","Type of Feed","1000.0","concept-set"
"Type of Feed Set","Other non-coded (text)","1010.0","concept-set"
"Ulcers","Mouth","0.0","concept-set"
"Ulcers","Truncal","1.0","concept-set"
"Ulcers","Limb","2.0","concept-set"
"Unspecified Staging Conditions","Unspecified stage I condition","0.0","concept-set"
"Unspecified Staging Conditions","Unspecified stage II condition","1.0","concept-set"
"Unspecified Staging Conditions","Unspecified stage III condition","2.0","concept-set"
"Unspecified Staging Conditions","Unspecified stage IV condition","3.0","concept-set"
"Urea electrolyte blood sample","Urea and electrolytes","0.0","concept-set"
"Urine sample","Urine microscopy","0.0","concept-set"
"Urine sample","Urine dipstick","1.0","concept-set"
"Urogenital exam construct","Urogenital exam findings","0.0","concept-set"
"Urogenital exam construct","Physical system comment","1.0","concept-set"
"Vaccinations","Diptheria tetanus and pertussis vaccination","1.0","concept-set"
"Vaccinations","Hemophilus influenza B vaccination","2.0","concept-set"
"Vaccinations","Hepatitis B vaccination","3.0","concept-set"
"Vaccinations","Measles vaccination","4.0","concept-set"
"Vaccinations","Oral polio vaccination","5.0","concept-set"
"Vaccinations","Yellow fever vaccination","6.0","concept-set"
"Viral Load test set","Sample taken for Viral Load","1000.0","concept-set"
"Viral Load test set","HIV viral load","1010.0","concept-set"
"Viral Load test set","Lower than Detection Limit","1020.0","concept-set"
"Viral Load test set","Reason for testing (coded)","1030.0","concept-set"
"Viral Load test set","Location of laboratory","1040.0","concept-set"
"Viral Load test set","Reason for no result","1050.0","concept-set"
"Viral Load test set","Reason for no sample","1060.0","concept-set"
"Viral Load test set","Less than limit","1070.0","concept-set"
"Virus species","H1n1 (swine)","0.0","concept-set"
"Virus species","Influenza A","1.0","concept-set"
"Virus species","Influenza B","2.0","concept-set"
"Virus species","Parainfluenza 1","3.0","concept-set"
"Virus species","Parainfluenza 2","4.0","concept-set"
"Virus species","Parainfluenza 3","5.0","concept-set"
"Virus species","Parainfluenza 4","6.0","concept-set"
"Virus species","RSV","7.0","concept-set"
"Virus species","Rhinovirus","8.0","concept-set"
"Virus species","Adenovirus","9.0","concept-set"
"Virus species","Metapneumovirus","10.0","concept-set"
"Virus species","Bocavirus","11.0","concept-set"
"Virus species","Coronovirus 229","12.0","concept-set"
"Virus species","Coronovirus 63","13.0","concept-set"
"Virus species","Enterovirus","14.0","concept-set"
"Virus species","Parechovirus","15.0","concept-set"
"Virus species","H5N1 (avian)","16.0","concept-set"
"Vital signs","Blood oxygen saturation","0.0","concept-set"
"Vital signs","Diastolic blood pressure","1.0","concept-set"
"Vital signs","Head circumference","2.0","concept-set"
"Vital signs","Height (cm)","3.0","concept-set"
"Vital signs","Karnofsky performance score","4.0","concept-set"
"Vital signs","Pulse","5.0","concept-set"
"Vital signs","Respiratory rate","6.0","concept-set"
"Vital signs","Systolic blood pressure","7.0","concept-set"
"Vital signs","Temperature (c)","8.0","concept-set"
"Vital signs","Weight (kg)","9.0","concept-set"
"Vital signs construct","Systolic blood pressure","0.0","concept-set"
"Vital signs construct","Diastolic blood pressure","1.0","concept-set"
"Vital signs construct","Pulse","2.0","concept-set"
"Vital signs construct","Temperature (c)","3.0","concept-set"
"Vital signs construct","Weight (kg)","4.0","concept-set"
"Vital signs construct","Respiratory rate","5.0","concept-set"
"Vital signs construct","Blood oxygen saturation","6.0","concept-set"
"Vital signs construct","Height (cm)","7.0","concept-set"
"W/A","Numeric value or result","1000.0","concept-set"
"W/A","Inequalities / Angle Brackets","1010.0","concept-set"
"W/H","Numeric value or result","1000.0","concept-set"
"W/H","Inequalities / Angle Brackets","1010.0","concept-set"
"Western blot construct","HIV western blot, qualitative","0.0","concept-set"
"Western blot construct","Date of laboratory test","1.0","concept-set"
"Western blot construct","Test date unknown","2.0","concept-set"
"Where did you get the bed nets construct","Where did you get the bed nets","0.0","concept-set"
"Where did you get the bed nets construct","Where did you get the bed nets, non-coded","1.0","concept-set"
"WHO stage 3","Oral candidiasis","0.0","concept-set"
"WHO stage 3","Diarrhoea, chronic (>1 month) unexplained","1.0","concept-set"
"WHO stage 3","Fever, persistent unexplained, intermittent or constant, >1 month","2.0","concept-set"
"WHO stage 3","Serious bacterial infections","3.0","concept-set"
"WHO stage 3","Tuberculosis within year","4.0","concept-set"
"WHO stage 3","Unintentional weight loss more than 10 percent of body weight in abscence of concurrent illness","5.0","concept-set"
"WHO stage 3","Oral hairy leukoplakia","6.0","concept-set"
"WHO stage 3","Pulmonary tuberculosis","7.0","concept-set"
"WHO stage 3","Severe bacterial infection (eg pneumonia, pyomyosistis, sepsis)","8.0","concept-set"
"WHO stage 3"," Acute necrotizing ulcerative stomatitis, gingivitis or periodontitis","9.0","concept-set"
"WHO stage 3","Anaemia, unexplained < 8 g/dl","10.0","concept-set"
"WHO stage 3","Candidiasis, vaginal","11.0","concept-set"
"WHO stage 3","Ptb within the past two years","12.0","concept-set"
"WHO stage 4","Encephalopathy","0.0","concept-set"
"WHO stage 4","Candidiasis of oseophagus, trachea and bronchi or lungs","1.0","concept-set"
"WHO stage 4","Cryptococcosis, extrapulmonary","2.0","concept-set"
"WHO stage 4","Cryptosporidiosis","3.0","concept-set"
"WHO stage 4","Cytomegalovirus of an organ other than liver, spleen or lymph node","4.0","concept-set"
"WHO stage 4","Any disseminated endemic mycosis","5.0","concept-set"
"WHO stage 4","Lymphoma","6.0","concept-set"
"WHO stage 4","Chronic herpes simplex infection (orolabial, gential / anorectal >1 month or visceral at any site)","7.0","concept-set"
"WHO stage 4","Atypical mycobacteriosis, disseminated or lung","8.0","concept-set"
"WHO stage 4","Salmonella septicemia","9.0","concept-set"
"WHO stage 4","Kaposis sarcoma","10.0","concept-set"
"WHO stage 4","Mycobacterium tuberculosis, extrapulmonary","11.0","concept-set"
"WHO stage 4","Pneumocystis pneumonia","12.0","concept-set"
"WHO stage 4","Progressive multifocal leukoencephalopathy","13.0","concept-set"
"WHO stage 4","HIV wasting syndrome (severe weight loss + persistent fever or severe weight loss + chronic diarrhoea)","14.0","concept-set"
"WHO stage 4","Bacterial pneumonia, severe recurrent","15.0","concept-set"
"WHO stage 4","Extrapulmonary tuberculosis (EPTB)","16.0","concept-set"
"WHO stage 4","Toxoplasmosis of the brain","17.0","concept-set"
"WHO stage 4","HIV encephalopathy","18.0","concept-set"
"WHO stage 4","Invasive cancer of cervix","19.0","concept-set"
"WHO stage 4","Bedridden 50 percent of month","20.0","concept-set"
"WHO stage 4","Nephropathy","21.0","concept-set"
"WHO stage 4","Cardiomyopathy","22.0","concept-set"
"WHO stage 4","Leishmaniasis, atypical disseminated","23.0","concept-set"
"WHO stage 4","Symptomatic nephropathy or cardiomyopathy presumed due to hiv","24.0","concept-set"
"WHO stage 4","Chronic isosporiasis","25.0","concept-set"
"WHO stage 4","Recurrent bacteraemia or sepsis with NTS","26.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","HIV encephalopathy","0.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult"," Acute necrotizing ulcerative stomatitis, gingivitis or periodontitis","1.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Anaemia, unexplained < 8 g/dl","2.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Toxoplasmosis of the brain","3.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Cerebral or B-cell non Hodgkin lymphoma","4.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Invasive cancer of cervix","5.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Recurrent bacteraemia or sepsis with NTS","6.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Atypical mycobacteriosis, disseminated or lung","7.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Progressive multifocal leukoencephalopathy","8.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Asymptomatic HIV infection","9.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Oral hairy leukoplakia","10.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Cryptosporidiosis or isosporiasis","11.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Cryptococcal meningitis or other extrapulmonary cryptococcosis","12.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Disseminated mycosis (coccidiomycosis or histoplasmosis)","13.0","concept-set"
"WHO Stage defining conditions not explicitly asked adult","Pneumocystis pneumonia","14.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","HIV encephalopathy","0.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Oral ulcerations, recurrent","1.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Anaemia, unexplained < 8 g/dl","2.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Cerebral or B-cell non Hodgkin lymphoma","3.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Invasive cancer of cervix","4.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Chronic HIV-associated lung disease, including bronchiectasis","5.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Recurrent bacteraemia or sepsis with NTS","6.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Lineal gingival erythema","7.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","HIV associated cardiomyopathy","8.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Asymptomatic","9.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Symptomatic lymphoid interstitial pneumonia","10.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Cytomegalovirus of an organ other than liver, spleen or lymph node","11.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Atypical mycobacteriosis, disseminated or lung","12.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Progressive multifocal leukoencephalopathy","13.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Asymptomatic HIV infection","14.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Oral hairy leukoplakia","15.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","HIV associated nephropathy","16.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Cryptosporidiosis or isosporiasis","17.0","concept-set"
